learner_id,tutoring_type,concept_id,prior_level,question_number,choice
learner_5,no_tutoring,programming-mathematical-formulas,not_started,1,B
learner_5,no_tutoring,variables-and-naming-rules,confused,2,D
learner_5,no_tutoring,code-comments-in-python,mastered,3,A
learner_5,no_tutoring,formatted-output-in-python,mastered,4,E
learner_5,no_tutoring,arithmetic-expression-evaluation,not_started,5,B
learner_5,no_tutoring,standard-mathematical-functions,confused,6,B
learner_5,no_tutoring,defining-and-using-functions,not_started,7,E
learner_5,no_tutoring,local-and-global-scope,not_started,8,B
learner_5,no_tutoring,keyword-arguments-and-defaults,mastered,9,A
learner_5,no_tutoring,boolean-expressions,confused,10,B
learner_5,no_tutoring,loops-in-python,not_started,11,B
learner_5,no_tutoring,the-while-loop,confused,12,C
learner_5,no_tutoring,lists-in-python,not_started,13,A
learner_5,no_tutoring,for-loops-and-list-iteration,mastered,14,A
learner_5,no_tutoring,list-comprehensions,not_started,15,B
learner_5,vanilla,programming-mathematical-formulas,not_started,1,A
learner_5,vanilla,variables-and-naming-rules,confused,2,A
learner_5,vanilla,code-comments-in-python,mastered,3,A
learner_5,vanilla,formatted-output-in-python,mastered,4,E
learner_5,vanilla,arithmetic-expression-evaluation,not_started,5,A
learner_5,vanilla,standard-mathematical-functions,confused,6,A
learner_5,vanilla,defining-and-using-functions,not_started,7,D
learner_5,vanilla,local-and-global-scope,not_started,8,A
learner_5,vanilla,keyword-arguments-and-defaults,mastered,9,A
learner_5,vanilla,boolean-expressions,confused,10,C
learner_5,vanilla,loops-in-python,not_started,11,A
learner_5,vanilla,the-while-loop,confused,12,C
learner_5,vanilla,lists-in-python,not_started,13,C
learner_5,vanilla,for-loops-and-list-iteration,mastered,14,A
learner_5,vanilla,list-comprehensions,not_started,15,A
learner_5,atlas,programming-mathematical-formulas,not_started,1,A
learner_5,atlas,variables-and-naming-rules,confused,2,A
learner_5,atlas,code-comments-in-python,mastered,3,A
learner_5,atlas,formatted-output-in-python,mastered,4,A
learner_5,atlas,arithmetic-expression-evaluation,not_started,5,A
learner_5,atlas,standard-mathematical-functions,confused,6,A
learner_5,atlas,defining-and-using-functions,not_started,7,A
learner_5,atlas,local-and-global-scope,not_started,8,A
learner_5,atlas,keyword-arguments-and-defaults,mastered,9,A
learner_5,atlas,boolean-expressions,confused,10,A
learner_5,atlas,loops-in-python,not_started,11,B
learner_5,atlas,the-while-loop,confused,12,A
learner_5,atlas,lists-in-python,not_started,13,A
learner_5,atlas,for-loops-and-list-iteration,mastered,14,A
learner_5,atlas,list-comprehensions,not_started,15,A
